Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
60,"T Dingsøyr, D Smite","Managing knowledge in global software development projects",2013,"IT Professional","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6471710/","https://scholar.google.com/scholar?cites=2057617147199734181&as_sdt=2005&sciodt=0,5&hl=en",450,"2021-05-11 13:03:30","","","","",,,,,60,7.50,30,2,8,"… software engineering research and study three focus groups in … We use Michael Earl's frame- work of knowledge management schools.12 This widely used framework, which has been applied in software engineering,11 divides knowledge management into five approaches …"
84,"Y Wang, J Mylopoulos","Self-repair through reconfiguration: A requirements engineering approach",2009,"… on Automated Software Engineering","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5431767/","https://scholar.google.com/scholar?cites=5036959343982519460&as_sdt=2005&sciodt=0,5&hl=en",451,"2021-05-11 13:03:30","","","","",,,,,84,7.00,42,2,12,"High variability software systems can deliver their functionalities in multiple ways by reconfiguring their components. High variability has become important because of current trends towards software systems that come in product families, offer high levels of …"
124,"M Beller, R Bholanath, S McIntosh…","Analyzing the state of static analysis: A large-scale evaluation in open source software",2016,"… on Software Analysis …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7476667/","https://scholar.google.com/scholar?cites=17367347745178129445&as_sdt=2005&sciodt=0,5&hl=en",452,"2021-05-11 13:03:30","","","","",,,,,124,24.80,31,4,5,"… Shane McIntosh McGill University Canada shane.mcintosh@mcgill.ca Andy Zaidman Delft University of Technology The Netherlands aezaidman@tudelft.nl Abstract—The use of automatic static analysis has been a software engineering best practice for decades …"
90,"PL Bannerman, E Hossain…","Scrum practice mitigation of global software development coordination challenges: A distinctive advantage?",2012,"2012 45th Hawaii …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6149537/","https://scholar.google.com/scholar?cites=8174318029517221929&as_sdt=2005&sciodt=0,5&hl=en",453,"2021-05-11 13:03:30","","","","",,,,,90,10.00,30,3,9,"… Abstract Global software development is a major trend in software engineering … However, the context of software engineering is also changing, taking on increased complexity in pursuit of cost efficiencies, improved product quality and speed to market …"
58,"D Falessi, G Cantone, SA Sarcia, G Calavaro…","Peaceful coexistence: Agile developer perspectives on software architecture",2010,"… software","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5420792/","https://scholar.google.com/scholar?cites=13519940074120281275&as_sdt=2005&sciodt=0,5&hl=en",454,"2021-05-11 13:03:30","","","","",,,,,58,5.27,12,5,11,"… Falessi has a PhD in software engineering (informatica ed ingegneria dell'automazione) from the University of Rome Tor Vergata. Contact him at falessi@ieee.org. Giovanni … DISP). His research interests are all in software engineering …"
70,"A Taivalsaari, T Mikkonen, M Anttonen…","The death of binary software: End user software moves to the web",2011,"2011 Ninth …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5936687/","https://scholar.google.com/scholar?cites=3088225598529695488&as_sdt=2005&sciodt=0,5&hl=en",455,"2021-05-11 13:03:30","","","","",,,,,70,7.00,18,4,10,"… All this will imply significant changes in the development, deployment and use of software, and open up interesting opportunities in software engineering research as well. Keywords-web programming; web applications; JavaScript; Lively Kernel …"
87,"MR Wrobel","Emotions in the software development process",2013,"2013 6th International Conference on Human …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6577875/","https://scholar.google.com/scholar?cites=326533465115452537&as_sdt=2005&sciodt=0,5&hl=en",456,"2021-05-11 13:03:30","","","","",,,,,87,10.88,87,1,8,"… Affective Events Theory (AET) proposed in 1996 by Weiss and Cropanzano, is a well known and accepted model explaining the influence of emotions and moods on work productivity [3]. However, there is a lack of studies on the role of emotional states in software engineering …"
69,"ESF Cardozo, JBF Araújo Neto, A Barza…","SCRUM and productivity in software projects: a systematic literature review",2010,"… Engineering (EASE)","scienceopen.com","https://www.scienceopen.com/hosted-document?doi=10.14236/ewic/EASE2010.16","https://scholar.google.com/scholar?cites=17538259720391733943&as_sdt=2005&sciodt=0,5&hl=en",457,"2021-05-11 13:03:30","","","","",,,,,69,6.27,17,4,11,"Background: Agile methods have increasingly attracted interest in the Software Industry. SCRUM is currently one of the most studied agile method, because of both its novelty and the assumption that SCRUM is able to improve project productivity. Objective/Method: This …"
109,"NM Villegas, G Tamura, HA Müller, L Duchien…","DYNAMICO: A reference model for governing control objectives and context relevance in self-adaptive software systems",2013,"Software engineering for …","Springer","https://link.springer.com/chapter/10.1007/978-3-642-35813-5_11","https://scholar.google.com/scholar?cites=12190652505205918274&as_sdt=2005&sciodt=0,5&hl=en",458,"2021-05-11 13:03:30","","","","",,,,,109,13.63,22,5,8,"Despite the valuable contributions on self-adaptation, most implemented approaches assume adaptation goals and monitoring infrastructures as non-mutable, thus constraining their applicability to systems whose context awareness is restricted to static monitors …"
101,"K Siegemund, EJ Thomas, Y Zhao, J Pan…","Towards ontology-driven requirements engineering",2011,"… software engineering …","researchgate.net","https://www.researchgate.net/profile/Katja_Siegemund/publication/236592768_SWESE2011_Ontology-drivenRE/links/004635182664a03f16000000.pdf","https://scholar.google.com/scholar?cites=15630823829183910401&as_sdt=2005&sciodt=0,5&hl=en",459,"2021-05-11 13:03:30","PDF","","","",,,,,101,10.10,20,5,10,"Requirements Engineering has a huge impact on success or failure of a software project. However, the acquisition, specification and evolution of goals and requirements from different stakeholders or sources often leads to incomplete, ambiguous, and faulty …"
41,"R Prikladnicki, JLN Audy, F Shull","Patterns in effective distributed software development",2010,"IEEE software","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5420790/","https://scholar.google.com/scholar?cites=7664488036661907648&as_sdt=2005&sciodt=0,5&hl=en",460,"2021-05-11 13:03:30","","","","",,,,,41,3.73,14,3,11,"… voice of evidence Editor: Forrest Shull ■ Fraunhofer Center for Experimental Software Engineering, Maryland ■ fshull@fc-md.umd.edu As with many other industries today, soft … 188–198. 6. B. Meyer, “The Unspoken Revolution in Software Engineering,” Computer, vol. 39 …"
74,"M Dick, S Naumann, N Kuhn","A model and selected instances of green and sustainable software",2010,"What kind of information society …","Springer","https://link.springer.com/chapter/10.1007/978-3-642-15479-9_24","https://scholar.google.com/scholar?cites=13146230419581399273&as_sdt=2005&sciodt=0,5&hl=en",461,"2021-05-11 13:03:30","","","","",,,,,74,6.73,25,3,11,"… In this paper we present some results that form the basis towards a definition of the term “Sus- tainable Software”, an outline of a process and lifecycle model for “Green and Sustainable Software Engineering”, and six concrete instances of this model for practitioners …"
42,"RK Chauhan, I Singh","Latest research and development on software testing techniques and tools",2014,"International Journal of Current Engineering and …","Citeseer","https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.1052.3574&rep=rep1&type=pdf","https://scholar.google.com/scholar?cites=18144114187035393690&as_sdt=2005&sciodt=0,5&hl=en",462,"2021-05-11 13:03:30","PDF","","","",,,,,42,6.00,21,2,7,"Software Testing is a process of finding errors while executing a program so that we get a zero defect software. It is aimed at evaluating the capability or usability of a program. Software testing is an important means of accessing quality of software. Though a lot of …"
109,"B Adams, S McIntosh","Modern release engineering in a nutshell--why researchers should care",2016,"… international conference on software …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7476775/","https://scholar.google.com/scholar?cites=7840583521130690401&as_sdt=2005&sciodt=0,5&hl=en",463,"2021-05-11 13:03:30","","","","",,,,,109,21.80,55,2,5,"The release engineering process is the process that brings high quality code changes from a developer's workspace to the end user, encompassing code change integration, continuous integration, build system specifications, infrastructure-as-code, deployment and …"
683,"JR Rice","Numerical Methods in Software and Analysis",2014,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=4JrOBQAAQBAJ&oi=fnd&pg=PP1&dq=software+engineering&ots=XNB-1_irv3&sig=vbiEZB7YZQkhsJhpjJ7zrts1Q1o","https://scholar.google.com/scholar?cites=847618820531760547&as_sdt=2005&sciodt=0,5&hl=en",464,"2021-05-11 13:03:30","BOOK","","","",,,,,683,97.57,683,1,7,"… 627 SOFTWARE PRACTICE, COSTS, AND ENGINEERING … Part III contains very relevant, but somewhat independent, material about software engineering and performance evaluation …"
68,"RE Lopez-Herrejon, JA Galindo, D Benavides…","Reverse engineering feature models with evolutionary algorithms: An exploratory study",2012,"… Software Engineering","Springer","https://link.springer.com/chapter/10.1007/978-3-642-33119-0_13","https://scholar.google.com/scholar?cites=799171520638695757&as_sdt=2005&sciodt=0,5&hl=en",465,"2021-05-11 13:03:30","","","","",,,,,68,7.56,17,4,9,"Successful software evolves, more and more commonly, from a single system to a set of system variants tailored to meet the similiar and yet different functionality required by the distinct clients and users. Software Product Line Engineering (SPLE) is a software …"
61,"T Johann, M Dick, S Naumann…","How to measure energy-efficiency of software: Metrics and measurement results",2012,"… and Sustainable Software …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6224256/","https://scholar.google.com/scholar?cites=408837260044515892&as_sdt=2005&sciodt=0,5&hl=en",466,"2021-05-11 13:03:30","","","","",,,,,61,6.78,15,4,9,"… In software and software development processes they hardly exist. In this work we present a generic metric to measure software and a method to apply it in a software engineering process. Keywords-Energy Efficiency, Green Software, Metrics …"
